img_name,mask_name,img_shape_0,img_shape_1,mask_shape_0,mask_shape_1,ratio,convex_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std
240.JPG,binary_240.tif,4000,6000,4000,6000,5.98733625,1.0612014900385144e-06,0,245,59.99773386286765,50.0,46.70103176455515,1,231,75.83548412284344,64.0,53.8798578830738,3,236,93.43841679177447,84.0,55.59098623368496
241.JPG,binary_241.tif,4000,6000,4000,6000,5.19075875,8.992719752216272e-07,0,214,54.52758411763983,45.0,38.62381953425668,2,210,73.5110144061309,66.0,45.7667631402929,3,220,94.15029414052425,99.0,50.09626591515685
242.JPG,binary_242.tif,4000,6000,4000,6000,6.821558125,7.8995376423285e-07,0,216,45.58439727800457,35.0,38.467564629015534,0,221,67.48573662560413,54.0,50.84452357549433,2,228,86.80148716023731,87.0,55.00009038581825
243.JPG,binary_243.tif,4000,6000,4000,6000,6.157771875,1.3470123560463108e-06,2,255,81.32869701753931,80.0,51.08373586854861,0,242,70.71446885972858,69.0,46.6177875457435,2,253,88.77204061737022,92.0,53.07329191814082
244.JPG,binary_244.tif,4000,6000,4000,6000,1.588809375,4.054106420896629e-06,2,202,63.12108202093155,39.0,53.01093823543645,9,218,88.21972113552012,71.0,54.18640260792369,13,228,113.5008258936035,110.0,52.715141639539574
245.JPG,binary_245.tif,4000,6000,4000,6000,1.860320625,2.3731430803872272e-06,0,248,43.95999748699233,40.0,27.608286588934888,2,255,62.234743473319284,56.0,37.473170256139106,2,255,75.54136467739264,72.0,37.890965008328806
246.JPG,binary_246.tif,4000,6000,4000,6000,1.59381375,4.444446874850625e-06,0,204,55.65772702425237,47.0,38.47385902589239,7,208,75.14430089463089,70.0,43.46632570423634,7,214,98.70078530192126,98.0,46.799467155566
247.JPG,binary_247.tif,4000,6000,4000,6000,5.112845625,1.2878466726851767e-06,0,255,56.7122331460966,46.0,39.2679592748331,2,255,65.28778763489461,52.0,46.710059840511875,7,255,89.27736596780193,82.0,52.39772591626998
248.JPG,binary_248.tif,4000,6000,4000,6000,1.7932875,3.4000732741471674e-06,0,233,57.19134376110914,31.0,51.857601448776194,4,239,60.23562033416282,37.0,52.16396028410166,5,252,79.89334044318048,60.0,54.355530201034604
249.JPG,binary_249.tif,4000,6000,4000,6000,3.04960875,2.503204088963452e-06,3,255,103.18029976796204,102.0,53.47460114681416,3,255,111.76824076203218,119.0,52.95813713739536,6,255,140.45174934325593,141.0,57.828557265181644
250.JPG,binary_250.tif,4000,6000,4000,6000,5.9585,1.2891907049827677e-06,0,255,77.42946683309557,63.0,59.83946465389906,0,255,101.6260057061341,96.0,60.36123553431987,0,255,127.06082382310984,125.0,62.59178457761771
